samp_date,plot_num,soil_temp_1cm,soil_temp_5cm,soil_temp_10cm,soil_temp_15cm
1993-08-18,T3M3,7.7,6.1,4.9,4.4
1993-08-18,T3M3,7.7,6.1,4.9,4.4
1993-08-18,T3M3,7.7,6.1,4.9,4.4
1993-08-18,T3M3,7.7,6.1,4.9,4.4
1993-08-18,T3M3,7.7,6.1,4.9,4.4
1993-08-18,T3M3,7.7,6.1,4.9,4.4
1993-08-18,T3M3,7.7,6.1,4.9,4.4
1993-08-18,T3M3,7.7,6.1,4.9,4.4
1993-08-18,T3M3,7.7,6.1,4.9,4.4
1993-08-18,T3M3,7.7,6.1,4.9,4.4
1993-08-18,T3M3,7.7,6.1,4.9,4.4
1993-08-18,T3M3,7.7,6.1,4.9,4.4
1993-08-18,T3M4,8.1,5.2,3.9,4.2
1993-08-18,T3M4,8.1,5.2,3.9,4.2
1993-08-18,T3M4,8.1,5.2,3.9,4.2
1993-08-18,T3M4,8.1,5.2,3.9,4.2
1993-08-18,T3M4,8.1,5.2,3.9,4.2
1993-08-18,T3M4,8.1,5.2,3.9,4.2
1993-08-18,T3M4,8.1,5.2,3.9,4.2
1993-08-18,T3M4,8.1,5.2,3.9,4.2
1993-08-18,T3M4,8.1,5.2,3.9,4.2
1993-08-18,T3M4,8.1,5.2,3.9,4.2
1993-08-18,T3M4,8.1,5.2,3.9,4.2
1993-08-18,T3M4,8.1,5.2,3.9,4.2
1993-08-18,T3MA,NaN,NaN,NaN,NaN
1993-08-18,T3MA,NaN,NaN,NaN,NaN
1993-08-18,T3MA,NaN,NaN,NaN,NaN
1993-08-18,T3MA,NaN,NaN,NaN,NaN
1993-08-18,T3MA,NaN,NaN,NaN,NaN
1993-08-18,T3W1,8.8,6.8,5.4,5.1
1993-08-18,T3W1,8.8,6.8,5.4,5.1
1993-08-18,T3W1,8.8,6.8,5.4,5.1
1993-08-18,T3W1,8.8,6.8,5.4,5.1
1993-08-18,T3W2,9.6,8.4,6.8,7.2
1993-08-18,T3W2,9.6,8.4,6.8,7.2
1993-08-18,T3W2,9.6,8.4,6.8,7.2
1993-08-18,T3W2,9.6,8.4,6.8,7.2
1993-08-18,T3W3,11.5,7.1,6.8,6.1
1993-08-18,T3W3,11.5,7.1,6.8,6.1
1993-08-18,T3W3,11.5,7.1,6.8,6.1
1993-08-18,T3W3,11.5,7.1,6.8,6.1
1993-08-18,T3W4,8.2,7.5,5.7,5.5
1993-08-18,T3W4,8.2,7.5,5.7,5.5
1993-08-18,T3W4,8.2,7.5,5.7,5.5
1993-08-18,T3W4,8.2,7.5,5.7,5.5
